"No.","Time","Source","Destination","Protocol","Length","Info"
"5830","79.089999","142.250.192.110","172.27.68.210","QUIC","71","Protected Payload (KP0)"
"5831","79.090374","172.27.68.210","142.250.192.110","QUIC","74","Protected Payload (KP0), DCID=e6e21cff577e3e72"
"5832","79.150646","fe80::233e:22e3:d247:53db","ff02::1:2","DHCPv6","155","Solicit XID: 0x76b3f3 CID: 000100012c7a3c14cc6b1e0aa4f7 "
"5833","79.188829","fe80::4ced:7938:9e9e:a88e","ff02::1:2","DHCPv6","151","Solicit XID: 0x7f9727 CID: 000100012c6f243400e04c74706d "
"5834","79.201891","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"5835","79.212994","142.250.192.110","172.27.68.210","QUIC","887","Protected Payload (KP0)"
"5836","79.212994","fe80::1","ff02::1:ff9e:a88e","ICMPv6","86","Neighbor Solicitation for fe80::4ced:7938:9e9e:a88e from e8:cc:18:c4:a7:ec"
"5837","79.213481","172.27.68.210","142.250.192.110","QUIC","77","Protected Payload (KP0), DCID=e6e21cff577e3e72"
"5838","79.215605","142.250.192.110","172.27.68.210","QUIC","74","Protected Payload (KP0)"
"5839","79.221818","172.27.71.193","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5840","79.224931","142.251.42.46","172.27.68.210","UDP","153","443  >  49385 Len=111"
"5841","79.225524","172.27.68.210","142.251.42.46","UDP","83","49385  >  443 Len=41"
"5842","79.225717","142.251.42.46","172.27.68.210","UDP","214","443  >  49385 Len=172"
"5843","79.238495","172.27.68.210","142.251.42.46","UDP","77","49385  >  443 Len=35"
"5844","79.254493","172.27.68.210","142.250.192.110","QUIC","74","Protected Payload (KP0), DCID=e6e21cff577e3e72"
"5845","79.261668","142.251.42.46","172.27.68.210","UDP","68","443  >  49385 Len=26"
"5846","79.271322","142.250.192.110","172.27.68.210","QUIC","66","Protected Payload (KP0)"
"5847","79.398325","TCLKingE_f5:63:5f","Broadcast","ARP","60","Who has 172.27.68.255? Tell 172.27.68.75"
"5848","79.449835","172.27.71.79","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5849","79.455300","52.240.156.206","172.27.68.210","TCP","60","443  >  33664 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"5850","79.481229","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"5851","79.601429","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"5852","79.614222","Cisco_f6:49:1a","PVST+","STP","64","Conf. Root = 32768/71/68:bc:0c:d9:3c:00  Cost = 4  Port = 0x801a"
"5853","79.683096","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"5854","79.754838","172.27.71.79","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"5855","79.848968","172.27.68.237","239.255.102.18","IGMPv2","60","Membership Report group 239.255.102.18"
"5856","79.887101","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"5857","79.946857","Cisco_48:70:63","Broadcast","ARP","60","Who has 172.27.68.42? Tell 172.27.68.1"
"5858","79.983970","172.27.69.158","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5859","80.040866","172.27.68.106","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5860","80.058380","172.27.69.147","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5861","80.073129","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"5862","80.170561","TCLKingE_f5:63:5f","Broadcast","ARP","60","Who has 172.27.68.255? Tell 172.27.68.75"
"5863","80.199100","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"5864","80.212753","fe80::1","ff02::1:ff9e:a88e","ICMPv6","86","Neighbor Solicitation for fe80::4ced:7938:9e9e:a88e from e8:cc:18:c4:a7:ec"
"5865","80.391577","fe80::9b2c:5df0:d81e:14c7","ff02::1:2","DHCPv6","151","Solicit XID: 0x88ccd7 CID: 000100012a20eac318dbf22f84e5 "
"5866","80.426965","D-LinkIn_23:7c:b5","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/a0:a3:f0:23:7c:a0  Cost = 0  Port = 0x8015"
"5867","80.456116","172.27.71.79","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5868","80.475092","52.182.143.211","172.27.68.210","TCP","60","443  >  33665 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"5869","80.481646","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"5870","80.601998","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"5871","80.676159","172.27.68.210","172.27.68.75","TCP","164","52437  >  8009 [PSH, ACK] Seq=1651 Ack=3771 Win=8192 Len=110 [TCP segment of a reassembled PDU]"
"5872","80.677549","172.27.68.75","172.27.68.210","TCP","164","8009  >  52437 [PSH, ACK] Seq=3771 Ack=1761 Win=1655 Len=110 [TCP segment of a reassembled PDU]"
"5873","80.683246","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"5874","80.688718","172.27.68.210","172.27.68.75","TCP","164","52436  >  8009 [PSH, ACK] Seq=1651 Ack=3928 Win=8192 Len=110 [TCP segment of a reassembled PDU]"
"5875","80.689906","172.27.68.75","172.27.68.210","TCP","164","8009  >  52436 [PSH, ACK] Seq=3928 Ack=1761 Win=1867 Len=110 [TCP segment of a reassembled PDU]"
"5876","80.722547","172.27.68.210","172.27.68.75","TCP","54","52437  >  8009 [ACK] Seq=1761 Ack=3881 Win=8192 Len=0"
"5877","80.737827","172.27.68.210","172.27.68.75","TCP","54","52436  >  8009 [ACK] Seq=1761 Ack=4038 Win=8192 Len=0"
"5878","80.756417","172.27.71.79","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"5879","80.900182","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"5880","80.957264","172.27.70.51","224.0.0.251","MDNS","83","Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QM"" question"
"5881","80.957264","172.27.70.51","224.0.0.251","MDNS","83","Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QM"" question"
"5882","80.993093","172.27.69.158","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5883","81.042678","172.27.68.106","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5884","81.061229","172.27.69.147","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5885","81.072887","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"5886","81.099615","216.58.203.10","172.27.68.210","UDP","204","443  >  54065 Len=162"
"5887","81.113412","172.27.68.210","216.58.203.10","UDP","75","54065  >  443 Len=33"
"5888","81.147217","172.27.71.116","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5889","81.159885","fe80::233e:22e3:d247:53db","ff02::1:2","DHCPv6","155","Solicit XID: 0x76b3f3 CID: 000100012c7a3c14cc6b1e0aa4f7 "
"5890","81.193447","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"5891","81.212825","fe80::1","ff02::1:ff9e:a88e","ICMPv6","86","Neighbor Solicitation for fe80::4ced:7938:9e9e:a88e from e8:cc:18:c4:a7:ec"
"5892","81.229420","172.27.68.210","172.27.16.10","TCP","66","33816  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"5893","81.229593","172.27.68.210","172.27.16.10","TCP","66","33817  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"5894","81.230283","172.27.16.10","172.27.68.210","TCP","66","53  >  33816 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"5895","81.230283","172.27.16.10","172.27.68.210","TCP","66","53  >  33817 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"5896","81.230381","172.27.68.210","172.27.16.10","TCP","54","33816  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"5897","81.230409","172.27.68.210","172.27.16.10","TCP","54","33817  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"5898","81.230504","172.27.68.210","172.27.16.10","TCP","56","33817  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"5899","81.230538","172.27.68.210","172.27.16.10","DNS","87","Standard query 0xda8a HTTPS mail.google.com"
"5900","81.230586","172.27.68.210","172.27.16.10","TCP","56","33816  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"5901","81.230608","172.27.68.210","172.27.16.10","DNS","87","Standard query 0x3b88 A mail.google.com"
"5902","81.231374","172.27.16.10","172.27.68.210","TCP","60","53  >  33817 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"5903","81.231374","172.27.16.10","172.27.68.210","TCP","60","53  >  33817 [ACK] Seq=1 Ack=36 Win=29312 Len=0"
"5904","81.231374","172.27.16.10","172.27.68.210","TCP","60","53  >  33816 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"5905","81.231374","172.27.16.10","172.27.68.210","TCP","60","53  >  33816 [ACK] Seq=1 Ack=36 Win=29312 Len=0"
"5906","81.231374","172.27.16.10","172.27.68.210","DNS","139","Standard query response 0xda8a HTTPS mail.google.com SOA ns1.google.com"
"5907","81.231374","172.27.16.10","172.27.68.210","DNS","353","Standard query response 0x3b88 A mail.google.com A 142.250.192.5 NS ns2.google.com NS ns3.google.com NS ns4.google.com NS ns1.google.com A 216.239.34.10 A 216.239.38.10 A 216.239.32.10 A 216.239.36.10 AAAA 2001:4860:4802:34::a AAAA 2001:4860:4802:38::a AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:36::a"
"5908","81.231612","172.27.68.210","172.27.16.10","TCP","54","33816  >  53 [FIN, ACK] Seq=36 Ack=300 Win=262400 Len=0"
"5909","81.231711","172.27.68.210","172.27.16.10","TCP","54","33817  >  53 [FIN, ACK] Seq=36 Ack=86 Win=262656 Len=0"
"5910","81.231907","172.27.68.210","142.250.192.5","TCP","66","33818  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"5911","81.232532","172.27.16.10","172.27.68.210","TCP","60","53  >  33816 [FIN, ACK] Seq=300 Ack=37 Win=29312 Len=0"
"5912","81.232532","172.27.16.10","172.27.68.210","TCP","60","53  >  33817 [FIN, ACK] Seq=86 Ack=37 Win=29312 Len=0"
"5913","81.232559","172.27.68.210","172.27.16.10","TCP","54","33816  >  53 [ACK] Seq=37 Ack=301 Win=262400 Len=0"
"5914","81.232590","172.27.68.210","172.27.16.10","TCP","54","33817  >  53 [ACK] Seq=37 Ack=87 Win=262656 Len=0"
"5915","81.261868","142.250.192.5","172.27.68.210","TCP","66","443  >  33818 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"5916","81.261989","172.27.68.210","142.250.192.5","TCP","54","33818  >  443 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"5917","81.262402","172.27.68.210","142.250.192.5","TLSv1.3","589","Client Hello"
"5918","81.292791","142.250.192.5","172.27.68.210","TCP","60","443  >  33818 [ACK] Seq=1 Ack=536 Win=66816 Len=0"
"5919","81.352271","142.250.192.5","172.27.68.210","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"5920","81.352271","142.250.192.5","172.27.68.210","TCP","1466","443  >  33818 [PSH, ACK] Seq=1413 Ack=536 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"5921","81.352271","142.250.192.5","172.27.68.210","TCP","1466","443  >  33818 [ACK] Seq=2825 Ack=536 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"5922","81.352271","142.250.192.5","172.27.68.210","TLSv1.3","289","Application Data"
"5923","81.352475","172.27.68.210","142.250.192.5","TCP","54","33818  >  443 [ACK] Seq=536 Ack=4472 Win=262400 Len=0"
"5924","81.353458","172.27.68.210","142.250.192.5","TLSv1.3","128","Change Cipher Spec, Application Data"
"5925","81.353592","172.27.68.210","142.250.192.5","TLSv1.3","146","Application Data"
"5926","81.353858","172.27.68.210","142.250.192.5","TCP","1466","33818  >  443 [ACK] Seq=702 Ack=4472 Win=262400 Len=1412 [TCP segment of a reassembled PDU]"
"5927","81.353858","172.27.68.210","142.250.192.5","TCP","1466","33818  >  443 [ACK] Seq=2114 Ack=4472 Win=262400 Len=1412 [TCP segment of a reassembled PDU]"
"5928","81.353858","172.27.68.210","142.250.192.5","TLSv1.3","1359","Application Data"
"5929","81.353892","172.27.68.210","142.250.192.5","TLSv1.3","279","Application Data"
"5930","81.384134","142.250.192.5","172.27.68.210","TCP","60","443  >  33818 [ACK] Seq=4472 Ack=610 Win=66816 Len=0"
"5931","81.384134","142.250.192.5","172.27.68.210","TCP","60","443  >  33818 [ACK] Seq=4472 Ack=702 Win=66816 Len=0"
"5932","81.384134","142.250.192.5","172.27.68.210","TLSv1.3","1012","Application Data, Application Data"
"5933","81.384134","142.250.192.5","172.27.68.210","TLSv1.3","85","Application Data"
"5934","81.384134","142.250.192.5","172.27.68.210","TCP","60","443  >  33818 [ACK] Seq=5461 Ack=3526 Win=72448 Len=0"
"5935","81.384134","142.250.192.5","172.27.68.210","TCP","60","443  >  33818 [ACK] Seq=5461 Ack=5056 Win=78080 Len=0"
"5936","81.384213","172.27.68.210","142.250.192.5","TCP","54","33818  >  443 [ACK] Seq=5056 Ack=5461 Win=261632 Len=0"
"5937","81.384491","172.27.68.210","142.250.192.5","TLSv1.3","85","Application Data"
"5938","81.420773","142.250.192.5","172.27.68.210","TCP","60","443  >  33818 [ACK] Seq=5461 Ack=5087 Win=78080 Len=0"
"5939","81.457098","172.27.71.79","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5940","81.466397","Cisco_48:70:63","Broadcast","ARP","60","Who has 172.27.71.71? Tell 172.27.68.1"
"5941","81.482197","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"5942","81.552504","142.251.42.46","172.27.68.210","UDP","79","443  >  49385 Len=37"
"5943","81.562216","172.27.68.210","142.251.42.46","UDP","75","49385  >  443 Len=33"
"5944","81.600996","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"5945","81.616991","Cisco_f6:49:1a","PVST+","STP","64","Conf. Root = 32768/71/68:bc:0c:d9:3c:00  Cost = 4  Port = 0x801a"
"5946","81.627099","Cisco_48:70:63","Broadcast","ARP","60","Who has 172.27.71.141? Tell 172.27.68.1"
"5947","81.683035","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"5948","81.759519","172.27.71.79","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"5949","81.830018","172.27.68.210","142.250.183.132","QUIC","1292","Initial, DCID=7e1bb1e1bc01e88a, PKN: 1, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, PING, CRYPTO"
"5950","81.830218","172.27.68.210","142.250.183.132","QUIC","123","0-RTT, DCID=7e1bb1e1bc01e88a"
"5951","81.873871","142.250.192.5","172.27.68.210","TLSv1.3","1257","Application Data"
"5952","81.873871","142.250.192.5","172.27.68.210","TLSv1.3","381","Application Data"
"5953","81.873871","142.250.192.5","172.27.68.210","TLSv1.3","239","Application Data"
"5954","81.873871","142.250.192.5","172.27.68.210","TLSv1.3","153","Application Data"
"5955","81.873871","142.250.192.5","172.27.68.210","TLSv1.3","93","Application Data"
"5956","81.874001","172.27.68.210","142.250.192.5","TCP","54","33818  >  443 [ACK] Seq=5087 Ack=7314 Win=262400 Len=0"
"5957","81.874695","172.27.68.210","142.250.192.5","TLSv1.3","93","Application Data"
"5958","81.880126","172.27.68.210","216.239.36.10","ICMP","74","Echo (ping) request  id=0x0200, seq=0/0, ttl=252 (no response found!)"
"5959","81.891092","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"5960","81.891092","142.250.183.132","172.27.68.210","QUIC","1292","Initial, SCID=fe1bb1e1bc01e88a, PKN: 1, ACK, PADDING"
"5961","81.912556","142.250.192.5","172.27.68.210","TCP","60","443  >  33818 [ACK] Seq=7314 Ack=5126 Win=78080 Len=0"
"5962","81.926614","142.250.183.132","172.27.68.210","QUIC","1292","Protected Payload (KP0)"
"5963","81.926614","142.250.183.132","172.27.68.210","QUIC","858","Protected Payload (KP0)"
"5964","81.926614","142.250.183.132","172.27.68.210","QUIC","190","Protected Payload (KP0)"
"5965","81.926614","142.250.183.132","172.27.68.210","QUIC","66","Protected Payload (KP0)"
"5966","81.927246","172.27.68.210","142.250.183.132","QUIC","120","Handshake, DCID=fe1bb1e1bc01e88a"
"5967","81.927390","172.27.68.210","142.250.183.132","QUIC","73","Protected Payload (KP0), DCID=fe1bb1e1bc01e88a"
"5968","81.961542","142.250.183.132","172.27.68.210","QUIC","162","Protected Payload (KP0)"
"5969","81.961978","172.27.68.210","142.250.183.132","QUIC","73","Protected Payload (KP0), DCID=fe1bb1e1bc01e88a"
"5970","81.994116","172.27.69.158","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5971","82.042828","172.27.68.106","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5972","82.058187","172.27.68.210","216.239.36.10","ICMP","74","Echo (ping) request  id=0x0200, seq=1/256, ttl=252 (no response found!)"
"5973","82.070017","172.27.69.147","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5974","82.072053","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"5975","82.160455","172.27.68.210","216.239.36.10","ICMP","74","Echo (ping) request  id=0x0200, seq=2/512, ttl=252 (no response found!)"
"5976","82.161453","172.27.71.116","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5977","82.190381","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"5978","82.315127","fe80::1e61:b4ff:febd:928f","ff02::2","ICMPv6","70","Router Solicitation from 1c:61:b4:bd:92:8f"
"5979","82.359355","172.27.68.210","216.239.36.10","ICMP","74","Echo (ping) request  id=0x0200, seq=3/768, ttl=252 (no response found!)"
"5980","82.447269","D-LinkIn_23:7c:b5","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/a0:a3:f0:23:7c:a0  Cost = 0  Port = 0x8015"
"5981","82.457586","172.27.68.210","216.239.36.10","ICMP","74","Echo (ping) request  id=0x0200, seq=4/1024, ttl=252 (no response found!)"
"5982","82.468296","172.27.71.79","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5983","82.480998","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"5984","82.599458","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"5985","82.681285","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"5986","82.706652","172.27.69.156","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5987","82.731778","172.27.69.156","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5988","82.733690","172.27.68.237","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"5989","82.751195","Cisco_48:70:63","Broadcast","ARP","60","Who has 172.27.70.129? Tell 172.27.68.1"
"5990","82.892572","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"5991","83.071087","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"5992","83.166736","172.27.71.116","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"5993","83.174253","172.27.71.116","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"5994","83.192412","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"5995","83.480298","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"5996","83.607689","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"5997","83.620033","Cisco_f6:49:1a","PVST+","STP","64","Conf. Root = 32768/71/68:bc:0c:d9:3c:00  Cost = 4  Port = 0x801a"
"5998","83.632299","172.27.72.220","172.27.69.14","TCP","66","65248  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"5999","83.681612","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"6000","83.720635","172.27.69.156","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"6001","83.741091","172.27.68.237","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6002","83.745817","172.27.69.156","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"6003","83.793446","172.27.70.170","224.0.0.251","MDNS","310","Standard query response 0x0000 PTR, cache flush kunal.local PTR, cache flush kunal.local A, cache flush 172.27.70.170 AAAA, cache flush fe80::9b2c:5df0:d81e:14c7 NSEC, cache flush 170.70.27.172.in-addr.arpa NSEC, cache flush 7.C.4.1.E.1.8.D.0.F.D.5.C.2.B.9.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush kunal.local OPT"
"6004","83.878700","BeijingX_62:41:a5","Broadcast","ARP","60","Who has 172.27.68.1? Tell 172.27.68.191"
"6005","83.889264","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"6006","84.029912","172.27.68.75","255.255.255.255","UDP","245","6537  >  6537 Len=203"
"6007","84.029912","172.27.68.75","255.255.255.255","UDP","245","6537  >  6537 Len=203"
"6008","84.042300","172.27.68.210","172.27.16.10","TCP","66","33819  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"6009","84.042452","172.27.68.210","172.27.16.10","TCP","66","33820  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"6010","84.042709","172.27.68.210","172.27.16.10","TCP","66","33821  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"6011","84.042825","172.27.68.210","172.27.16.10","TCP","66","33822  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"6012","84.043272","172.27.16.10","172.27.68.210","TCP","66","53  >  33819 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"6013","84.043272","172.27.16.10","172.27.68.210","TCP","66","53  >  33820 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"6014","84.043272","172.27.16.10","172.27.68.210","TCP","66","53  >  33821 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"6015","84.043272","172.27.16.10","172.27.68.210","TCP","66","53  >  33822 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"6016","84.043407","172.27.68.210","172.27.16.10","TCP","54","33819  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"6017","84.043431","172.27.68.210","172.27.16.10","TCP","54","33820  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"6018","84.043441","172.27.68.210","172.27.16.10","TCP","54","33821  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"6019","84.043450","172.27.68.210","172.27.16.10","TCP","54","33822  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"6020","84.043500","172.27.68.210","172.27.16.10","TCP","56","33820  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"6021","84.043540","172.27.68.210","172.27.16.10","DNS","89","Standard query 0xb5d6 HTTPS beacons2.gvt2.com"
"6022","84.043585","172.27.68.210","172.27.16.10","TCP","56","33819  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"6023","84.043606","172.27.68.210","172.27.16.10","DNS","89","Standard query 0x628e A beacons2.gvt2.com"
"6024","84.043642","172.27.68.210","172.27.16.10","TCP","56","33822  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"6025","84.043662","172.27.68.210","172.27.16.10","DNS","89","Standard query 0x30aa HTTPS beacons4.gvt2.com"
"6026","84.043702","172.27.68.210","172.27.16.10","TCP","56","33821  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"6027","84.043724","172.27.68.210","172.27.16.10","DNS","89","Standard query 0xaee5 A beacons4.gvt2.com"
"6028","84.044440","172.27.16.10","172.27.68.210","TCP","60","53  >  33820 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"6029","84.044440","172.27.16.10","172.27.68.210","TCP","60","53  >  33820 [ACK] Seq=1 Ack=38 Win=29312 Len=0"
"6030","84.044440","172.27.16.10","172.27.68.210","TCP","60","53  >  33819 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"6031","84.044440","172.27.16.10","172.27.68.210","TCP","60","53  >  33819 [ACK] Seq=1 Ack=38 Win=29312 Len=0"
"6032","84.044440","172.27.16.10","172.27.68.210","TCP","60","53  >  33822 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"6033","84.044440","172.27.16.10","172.27.68.210","TCP","60","53  >  33821 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"6034","84.044440","172.27.16.10","172.27.68.210","TCP","60","53  >  33821 [ACK] Seq=1 Ack=38 Win=29312 Len=0"
"6035","84.044440","172.27.16.10","172.27.68.210","TCP","60","53  >  33822 [ACK] Seq=1 Ack=38 Win=29312 Len=0"
"6036","84.044440","172.27.16.10","172.27.68.210","DNS","148","Standard query response 0xb5d6 HTTPS beacons2.gvt2.com SOA ns1.google.com"
"6037","84.044440","172.27.16.10","172.27.68.210","DNS","362","Standard query response 0x628e A beacons2.gvt2.com A 64.233.181.94 NS ns3.google.com NS ns1.google.com NS ns4.google.com NS ns2.google.com A 216.239.34.10 A 216.239.32.10 A 216.239.36.10 A 216.239.38.10 AAAA 2001:4860:4802:34::a AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:36::a AAAA 2001:4860:4802:38::a"
"6038","84.044440","172.27.16.10","172.27.68.210","DNS","362","Standard query response 0xaee5 A beacons4.gvt2.com A 216.239.32.116 NS ns1.google.com NS ns3.google.com NS ns4.google.com NS ns2.google.com A 216.239.34.10 A 216.239.32.10 A 216.239.36.10 A 216.239.38.10 AAAA 2001:4860:4802:34::a AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:36::a AAAA 2001:4860:4802:38::a"
"6039","84.044711","172.27.68.210","172.27.16.10","TCP","54","33821  >  53 [FIN, ACK] Seq=38 Ack=309 Win=262400 Len=0"
"6040","84.044800","172.27.68.210","172.27.16.10","TCP","54","33819  >  53 [FIN, ACK] Seq=38 Ack=309 Win=262400 Len=0"
"6041","84.045057","172.27.68.210","172.27.16.10","TCP","54","33820  >  53 [FIN, ACK] Seq=38 Ack=95 Win=262656 Len=0"
"6042","84.045485","172.27.68.210","64.233.181.94","QUIC","1292","Initial, DCID=6a8a28933309e1de, PKN: 1, PING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PING, PADDING, PING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, PING, CRYPTO"
"6043","84.045679","172.27.68.210","64.233.181.94","QUIC","118","0-RTT, DCID=6a8a28933309e1de"
"6044","84.045884","172.27.68.210","64.233.181.94","QUIC","307","0-RTT, DCID=6a8a28933309e1de"
